chr	start	end	strand	transcript_id	gene_name	TSS
chr6	89101018	89110039	+	NR_134979	4933427D06Rik	89101018
chr6	89140994	89147370	+	NR_121596	Gm1965	89140994
chr6	89140994	89147370	+	NR_121594	Gm1965	89140994
chr6	89140994	89147370	+	NR_121593	Gm1965	89140994
chr6	89140994	89147370	+	NR_121595	Gm1965	89140994
chr6	89212197	89216179	-	NR_033190	Gm839	89216179
chr6	89269511	89285725	-	NR_131021	4930512J16Rik	89285725
chr6	89316314	89362613	-	NM_008881	Plxna1	89362613
chr6	89383146	89595652	-	NM_001167736	Chchd6	89595652
chr6	89383146	89595652	-	NM_025351	Chchd6	89595652
chr6	89643988	89675529	+	NM_001178060	Txnrd3	89643988
chr6	89643988	89675529	+	NM_153162	Txnrd3	89643988
chr6	89643988	89675529	+	NM_001178058	Txnrd3	89643988
chr6	89643988	89675529	+	NM_001178059	Txnrd3	89643988
chr6	89714203	89715135	+	NM_053228	Vmn1r40	89714203
chr6	89740888	89747414	+	NM_053230	Vmn1r41	89740888
chr6	89844518	89845615	-	NM_053221	Vmn1r42	89845615
chr6	89869461	89870529	-	NM_053220	Vmn1r43	89870529
chr6	89893274	89894206	+	NM_053227	Vmn1r44	89893274
chr6	89931650	89940507	-	NM_011684	Vmn1r45	89940507
chr6	89976171	89977100	+	NM_053229	Vmn1r46	89976171
chr6	90021888	90022820	+	NM_053219	Vmn1r47	90021888
chr6	90035933	90036841	-	NM_053218	Vmn1r48	90036841
chr6	90072086	90073018	-	NM_011911	Vmn1r49	90073018
chr6	90107275	90108207	+	NM_053225	Vmn1r50	90107275
chr6	90122643	90130645	+	NM_011683	Vmn1r51	90122643
chr6	90178716	90179645	+	NM_053222	Vmn1r52	90178716
chr6	90202817	90203656	+	NM_053223	V1ra8	90202817
chr6	90223317	90224438	-	NM_053226	Vmn1r53	90224438
chr6	90269106	90270053	+	NM_053224	Vmn1r54	90269106
chr6	90301219	90305448	+	NM_177738	BC048671	90301219
chr6	90302112	90305448	+	NM_001358298	BC048671	90302112
chr6	90308351	90325185	-	NM_027928	Chst13	90325185
chr6	90333289	90364548	+	NM_144940	Uroc1	90333289
chr6	90333289	90364548	+	NM_001347329	Uroc1	90333289
chr6	90369494	90385394	+	NM_030260	Zxdc	90369494
chr6	90369494	90403486	+	NM_173002	Zxdc	90369494
chr6	90403736	90428480	-	NM_173775	Cfap100	90428480
chr6	90462576	90479686	+	NM_001355668	Klf15	90462576
chr6	90462576	90475238	+	NM_023184	Klf15	90462576
chr6	90550793	90599171	+	NM_027406	Aldh1l1	90550793
chr6	90550793	90599171	+	NM_001356412	Aldh1l1	90550793
chr6	90596685	90599940	-	NR_157234	LOC102631993	90599940
chr6	90604880	90646412	+	NM_027868	Slc41a3	90604880
chr6	90619246	90646412	+	NM_001037493	Slc41a3	90619246
chr6	90659598	90810123	-	NM_001134384	Iqsec1	90810123
chr6	90659598	90716529	-	NM_001134383	Iqsec1	90716529
chr6	90659598	90810123	-	NM_001356440	Iqsec1	90810123
chr6	91013067	91116826	-	NM_018815	Nup210	91116826
chr6	91156815	91174683	+	NM_144919	Hdac11	91156815
chr6	91212764	91272540	+	NM_001081437	Fbln2	91212764
chr6	91212764	91272540	+	NM_007992	Fbln2	91212764
chr6	91363981	91411353	-	NM_001363757	Wnt7a	91411353
chr6	91363981	91411353	-	NM_009527	Wnt7a	91411353
chr6	91430460	91440854	-	NR_045980	4930471M09Rik	91440854
chr6	91440987	91441755	+	NR_038153	1810044D09Rik	91440987
chr6	91464276	91473423	-	NM_133928	Chchd4	91473423
chr6	91473707	91488463	+	NM_028766	Tmem43	91473707
chr6	91489307	91515888	-	NM_009531	Xpc	91515888
chr6	91516035	91522620	+	NM_026309	Lsm3	91516035
chr6	91684067	91759063	+	NM_009320	Slc6a6	91684067
chr6	91761510	91807393	-	NM_001159507	Grip2	91807393
chr6	91878053	91899848	+	NM_172730	Ccdc174	91878053
chr6	91904233	91950725	+	NM_198668	4930590J08Rik	91904233
chr6	91978965	92076005	+	NM_172731	Fgd5	91978965
chr6	92091418	92173058	+	NM_011630	Nr2c2	92091418
chr6	92092433	92173058	+	NM_001347342	Nr2c2	92092433
chr6	92169523	92184023	-	NM_025578	Mrps25	92184023
chr6	92186712	92214870	-	NM_030081	Rbsn	92214870
chr6	92242061	92244650	-	NM_009426	Trh	92244650
chr6	92370892	92706184	-	NM_001081146	Prickle2	92706184
chr6	92370892	92481392	-	NM_001134460	Prickle2	92481392
chr6	92370892	92534861	-	NM_001134459	Prickle2	92534861
chr6	92370892	92567366	-	NM_001134461	Prickle2	92567366
chr6	92772700	92943534	-	NM_175314	Adamts9	92943534
chr6	92940582	93111749	+	NR_015530	9530026P05Rik	92940582
chr6	93675453	94283917	-	NM_001286784	Magi1	94283917
chr6	93675453	94283917	-	NM_001286785	Magi1	94283917
chr6	93675453	94283917	-	NM_001029850	Magi1	94283917
chr6	93675453	93913690	-	NM_001083320	Magi1	93913690
chr6	93675453	94283917	-	NM_010367	Magi1	94283917
chr6	93681478	93912963	-	NR_104594	Magi1	93912963
chr6	93681478	94283917	-	NM_001286786	Magi1	94283917
chr6	93681478	93913690	-	NM_001286788	Magi1	93913690
chr6	93681478	93913690	-	NM_001083321	Magi1	93913690
chr6	94132923	94237442	-	NR_130996	4930511A08Rik	94237442
chr6	94500314	94604652	+	NM_026255	Slc25a26	94500314
chr6	94604529	94700145	-	NM_008377	Lrig1	94700145
chr6	94604529	94700145	-	NM_001355269	Lrig1	94700145
chr6	94606364	94606415	-	NR_106008	Mir7041	94606415
chr6	94943834	94951545	+	NR_040761	4930511E03Rik	94943834
chr6	95114017	95117631	-	NR_153843	Kbtbd8os	95117631
chr6	95117880	95129793	+	NM_001102670	Kbtbd8	95117880
chr6	95117880	95129793	+	NM_001008785	Kbtbd8	95117880
chr6	95290574	95333993	-	NR_033559	AY512915	95333993
chr6	95473009	95692882	-	NM_001326558	Suclg2	95692882
chr6	95473009	95718846	-	NM_011507	Suclg2	95718846
chr6	96113154	96657198	+	NM_182808	Tafa1	96113154
chr6	96164503	96166205	-	NR_003643	1700123L14Rik	96166205
chr6	96831209	97060411	-	NM_177233	Tafa4	97060411
chr6	97110024	97148886	-	NM_175313	Eogt	97148886
chr6	97151950	97179124	-	NM_001081111	Tmf1	97179124
chr6	97183632	97205647	-	NM_001301857	Uba3	97205647
chr6	97183632	97205647	-	NM_001111106	Uba3	97205647
chr6	97183632	97205647	-	NM_001301858	Uba3	97205647
chr6	97183632	97205647	-	NM_011666	Uba3	97205647
chr6	97185575	97205647	-	NM_001301859	Uba3	97205647
chr6	97210792	97233315	+	NM_022992	Arl6ip5	97210792
chr6	97238532	97252757	-	NM_001081157	Lmod3	97252757
chr6	97286867	97617657	-	NM_145148	Frmd4b	97617657
chr6	97286867	97459286	-	NM_001346639	Frmd4b	97459286
chr6	97286867	97487820	-	NM_001346637	Frmd4b	97487820
chr6	97807058	98021358	+	NM_001113198	Mitf	97807058
chr6	97929817	98021358	+	NM_001178049	Mitf	97929817
chr6	97991783	98021358	+	NM_008601	Mitf	97991783
chr6	98238014	98342754	-	NM_001128092	Gm765	98342754
chr6	98925342	99266515	-	NM_001197321	Foxp1	99266515
chr6	98925342	99435345	-	NM_053202	Foxp1	99435345
chr6	98925342	99028298	-	NM_001197322	Foxp1	99028298
chr6	98925342	99520993	-	NM_001347345	Foxp1	99520993
chr6	99184962	99185019	-	NR_162807	Gm51278	99185019
chr6	99625137	99666771	-	NM_025829	Eif4e3	99666771
chr6	99692367	99695066	+	NM_008158	Gpr27	99692367
chr6	99711299	99726392	-	NM_001170419	Prok2	99726392
chr6	99711299	99726392	-	NM_015768	Prok2	99726392
chr6	99711299	99726392	-	NM_001037539	Prok2	99726392
chr6	100228565	100287358	-	NM_019743	Rybp	100287358
chr6	100527400	100533426	+	NR_040525	1700049E22Rik	100527400
chr6	100571811	100671157	-	NM_181590	Shq1	100671157
chr6	100704734	100805081	+	NM_198612	Gxylt2	100704734
chr6	100833638	100868717	+	NM_182939	Ppp4r2	100833638
chr6	101149607	101377897	-	NM_018884	Pdzrn3	101377897
chr6	101774249	101801982	+	NR_027989	Gm9871	101774249
chr6	102163306	102464667	-	NM_008779	Cntn3	102464667
chr6	102266100	102336676	+	NR_131017	4930587E11Rik	102266100
chr6	102266100	102306804	+	NR_131018	4930587E11Rik	102266100
chr6	102794384	102794485	+	NR_105792	Mir6373	102794384
chr6	103510876	103733035	+	NM_007697	Chl1	103510876
chr6	103964035	103964684	-	NR_144494	Pou5f1-rs5	103964684
chr6	104493044	104863405	+	NM_017383	Cntn6	104493044
chr6	105481266	105492668	-	NR_040297	Gm19757	105492668
chr6	105672338	105677581	-	NR_132434	Gm15631	105677581
chr6	105677667	106700135	+	NM_001364566	Cntn4	105677667
chr6	105677745	106699305	+	NM_001109749	Cntn4	105677745
chr6	105677745	106674270	+	NM_173004	Cntn4	105677745
chr6	106118765	106674270	+	NM_001109751	Cntn4	106118765
chr6	106118942	106700135	+	NM_001364565	Cntn4	106118942
chr6	106710379	106749037	-	NM_008370	Il5ra	106749037
chr6	106769138	106782474	+	NM_027296	Trnt1	106769138
chr6	106769138	106777681	+	NM_001242360	Trnt1	106769138
chr6	106769138	106782474	+	NM_001242358	Trnt1	106769138
chr6	106778245	106800087	-	NM_021449	Crbn	106800087
chr6	106778245	106800087	-	NM_175357	Crbn	106800087
chr6	107529726	107570228	+	NM_008516	Lrrn1	107529726
chr6	108065045	108077127	+	NM_001276356	Setmar	108065045
chr6	108065045	108077127	+	NM_178391	Setmar	108065045
chr6	108107021	108185583	-	NM_145937	Sumf1	108185583
chr6	108213096	108551116	+	NM_010585	Itpr1	108213096
chr6	108489743	108489803	+	NR_106121	Mir7661	108489743
chr6	108577036	108660934	-	NR_104577	0610040F04Rik	108660934
chr6	108610218	108623167	-	NR_040757	0610040F04Rik	108623167
chr6	108660629	108666925	+	NM_011498	Bhlhe40	108660629
chr6	108783059	108823723	+	NM_026011	Arl8b	108783059
chr6	108828641	108859356	+	NM_138677	Edem1	108828641
chr6	110645512	111567230	+	NM_001346640	Grm7	110645512
chr6	110645598	111567230	+	NM_177328	Grm7	110645598
chr6	112210708	112212518	+	NR_027865	1700054K19Rik	112210708
chr6	112273758	112330423	+	NM_144799	Lmcd1	112273758
chr6	112286794	112290319	-	NR_045986	5031434C07Rik	112290319
chr6	112286794	112290319	-	NR_045987	5031434C07Rik	112290319
chr6	112359324	112388023	-	NM_175525	Ssu2	112388023
chr6	112359324	112388023	-	NM_001356365	Ssu2	112388023
chr6	112459505	112472872	+	NM_007617	Cav3	112459505
chr6	112473683	112489825	-	NM_001081147	Oxtr	112489825
chr6	112619851	112696670	-	NM_021385	Rad18	112696670
chr6	112619851	112696670	-	NM_001167730	Rad18	112696670
chr6	112717972	112947266	-	NM_080448	Srgap3	112947266
chr6	113044035	113046171	-	NR_164179	Gm43868	113046171
chr6	113046302	113068278	+	NM_001355266	Thumpd3	113046302
chr6	113046302	113068278	+	NM_008188	Thumpd3	113046302
chr6	113067429	113077244	-	NR_027010	Gt(ROSA)26Sor	113077244
chr6	113070399	113077244	-	NR_027009	Gt(ROSA)26Sor	113077244
chr6	113070399	113077244	-	NR_027008	Gt(ROSA)26Sor	113077244
chr6	113077639	113153424	+	NM_028385	Setd5	113077639
chr6	113104935	113153432	+	NM_173005	Setd5	113104935
chr6	113168087	113195384	-	NM_177763	Lhfpl4	113195384
chr6	113237843	113281392	+	NM_026849	Mtmr14	113237843
chr6	113237843	113281392	+	NM_001362185	Mtmr14	113237843
chr6	113237843	113281392	+	NM_001362182	Mtmr14	113237843
chr6	113237843	113281392	+	NM_001362183	Mtmr14	113237843
chr6	113237843	113272439	+	NR_155432	Mtmr14	113237843
chr6	113237843	113272439	+	NR_155433	Mtmr14	113237843
chr6	113237843	113281392	+	NR_155434	Mtmr14	113237843
chr6	113282307	113305571	+	NM_170673	Cpne9	113282307
chr6	113307137	113324862	+	NM_001282128	Brpf1	113307137
chr6	113307137	113324862	+	NM_001282126	Brpf1	113307137
chr6	113307137	113324862	+	NM_030178	Brpf1	113307137
chr6	113307137	113324862	+	NM_001282127	Brpf1	113307137
chr6	113326976	113334186	+	NR_149720	Ogg1	113326976
chr6	113326976	113334186	+	NM_010957	Ogg1	113326976
chr6	113334124	113343922	-	NM_133926	Camk1	113343922
chr6	113366633	113377838	-	NM_001372392	Tada3	113377838
chr6	113366633	113377838	-	NM_001372393	Tada3	113377838
chr6	113366633	113377838	-	NM_133932	Tada3	113377838
chr6	113378113	113390447	+	NM_001170486	Arpc4	113378113
chr6	113378113	113390447	+	NM_001170485	Arpc4	113378113
chr6	113378113	113390447	+	NM_026552	Arpc4	113378113
chr6	113389260	113399448	+	NM_001142732	Ttll3	113389260
chr6	113392463	113414591	+	NM_133923	Ttll3	113392463
chr6	113415319	113419348	-	NM_001346511	Rpusd3	113419348
chr6	113415319	113419340	-	NM_001033204	Rpusd3	113419340
chr6	113424634	113435760	-	NM_001301295	Cidec	113435760
chr6	113424634	113435760	-	NM_178373	Cidec	113435760
chr6	113424634	113434764	-	NM_001372264	Cidec	113434764
chr6	113442517	113448229	+	NM_001205025	Jagn1	113442517
chr6	113442569	113448229	+	NM_001243739	Jagn1	113442569
chr6	113442569	113448229	+	NM_026365	Jagn1	113442569
chr6	113458771	113470758	+	NM_001362205	Il17re	113458771
chr6	113458771	113470758	+	NM_001362204	Il17re	113458771
chr6	113458771	113470758	+	NM_145826	Il17re	113458771
chr6	113458771	113470758	+	NM_001034029	Il17re	113458771
chr6	113458771	113470758	+	NM_001034031	Il17re	113458771
chr6	113471455	113483163	+	NM_178942	Il17rc	113471455
chr6	113471455	113483140	+	NM_134159	Il17rc	113471455
chr6	113483356	113493341	+	NM_133930	Creld1	113483356
chr6	113483356	113493341	+	NR_145485	Creld1	113483356
chr6	113493639	113501931	-	NM_001289699	Prrt3	113501931
chr6	113493639	113501931	-	NM_001289700	Prrt3	113501931
chr6	113493639	113501818	-	NM_172487	Prrt3	113501818
chr6	113514887	113531638	-	NM_175101	Emc3	113531638
chr6	113531682	113597020	+	NM_001347350	Fancd2	113531682
chr6	113531682	113596285	+	NM_001033244	Fancd2	113531682
chr6	113596762	113600715	-	NM_027633	Fancd2os	113600715
chr6	113604772	113616951	+	NM_133937	Brk1	113604772
chr6	113623994	113631634	+	NM_009507	Vhl	113623994
chr6	113638467	113695027	+	NM_172161	Irak2	113638467
chr6	113638467	113695027	+	NM_001113553	Irak2	113638467
chr6	113697050	113711082	+	NM_001347356	Tatdn2	113697050
chr6	113697050	113711082	+	NM_001033463	Tatdn2	113697050
chr6	113707208	113707265	+	NR_106009	Mir7042	113707208
chr6	113716119	113719454	-	NM_001286406	Ghrl	113719454
chr6	113716119	113719454	-	NM_001286405	Ghrl	113719454
chr6	113716119	113719911	-	NM_021488	Ghrl	113719911
chr6	113716119	113719454	-	NM_001286404	Ghrl	113719454
chr6	113716119	113717692	-	NR_138135	Ghrl	113717692
chr6	113728052	113740681	-	NM_024206	Sec13	113740681
chr6	113743831	113934681	-	NM_001347365	Atp2b2	113934681
chr6	113743831	114042080	-	NM_009723	Atp2b2	114042080
chr6	113743831	113891539	-	NM_001036684	Atp2b2	113891539
chr6	114131241	114249886	+	NM_172890	Slc6a11	114131241
chr6	114282635	114317525	+	NM_178703	Slc6a1	114282635
chr6	114397936	114483298	+	NM_001317125	Hrh1	114397936
chr6	114397936	114483298	+	NM_008285	Hrh1	114397936
chr6	114398086	114483298	+	NM_001317126	Hrh1	114398086
chr6	114403666	114483298	+	NM_001252643	Hrh1	114403666
chr6	114403666	114483298	+	NM_001252642	Hrh1	114403666
chr6	114458522	114483298	+	NM_001317124	Hrh1	114458522
chr6	114643097	114860614	+	NM_028835	Atg7	114643097
chr6	114643097	114860614	+	NM_001253717	Atg7	114643097
chr6	114643097	114860614	+	NM_001253718	Atg7	114643097
chr6	114860628	114969203	-	NM_001356371	Vgll4	114969203
chr6	114860628	114921821	-	NM_177683	Vgll4	114921821
chr6	115004381	115037874	-	NM_026894	Tamm41	115037874
chr6	115127600	115134835	-	NR_132436	Gm17733	115134835
chr6	115134902	115276563	+	NM_013681	Syn2	115134902
chr6	115134902	115282626	+	NM_001111015	Syn2	115134902
chr6	115238994	115276563	+	NM_001326560	Syn2	115238994
chr6	115244446	115252205	-	NM_080639	Timp4	115252205
chr6	115244446	115252205	-	NM_001356406	Timp4	115252205
chr6	115244446	115252205	-	NR_151459	Timp4	115252205
chr6	115360951	115490401	+	NM_001127330	Pparg	115360951
chr6	115361144	115490401	+	NM_001308352	Pparg	115361144
chr6	115362349	115490401	+	NM_001308354	Pparg	115362349
chr6	115422066	115490401	+	NM_011146	Pparg	115422066
chr6	115544691	115578350	+	NM_199033	Tsen2	115544691
chr6	115583547	115592576	-	NM_001101431	Mkrn2os	115592576
chr6	115601938	115618670	+	NM_023290	Mkrn2	115601938
chr6	115618571	115675888	-	NM_001356334	Raf1	115675888
chr6	115618571	115676635	-	NM_029780	Raf1	115676635
chr6	115618571	115676635	-	NM_001356333	Raf1	115676635
chr6	115675968	115678367	+	NR_152134	D830050J10Rik	115675968
chr6	115729137	115762466	-	NM_001168257	Tmem40	115762466
chr6	115729137	115762466	-	NM_001168256	Tmem40	115762466
chr6	115729137	115758999	-	NM_144805	Tmem40	115758999
chr6	115774557	115805555	+	NM_025958	Cand2	115774557
chr6	115775657	115775719	+	NR_106120	Mir7660	115775657
chr6	115805514	115808743	-	NM_172086	Rpl32	115808743
chr6	115807975	115808103	-	NR_028546	Snora7a	115808103
chr6	115810729	115838412	-	NM_001110506	Efcab12	115838412
chr6	115840697	115853341	-	NM_010774	Mbd4	115853341
chr6	115853528	115926699	+	NM_001167763	Ift122	115853528
chr6	115853528	115926699	+	NM_031177	Ift122	115853528
chr6	115931908	115940038	+	NM_145383	Rho	115931908
chr6	115944931	115950242	+	NM_001346702	H1f8	115944931
chr6	115944931	115950242	+	NM_138311	H1f8	115944931
chr6	115954811	115995005	-	NM_026376	Plxnd1	115995005
chr6	116018611	116057011	-	NM_001364577	Tmcc1	116057011
chr6	116018618	116193374	-	NM_177412	Tmcc1	116193374
chr6	116199410	116207993	-	NR_131013	9530062K07Rik	116207993
chr6	116208033	116262671	+	NM_026585	Washc2	116208033
chr6	116264219	116330304	+	NM_001309446	Zfand4	116264219
chr6	116264219	116330304	+	NM_001290338	Zfand4	116264219
chr6	116266532	116330304	+	NM_001290339	Zfand4	116266532
chr6	116338022	116409541	+	NM_001302383	Marchf8	116338022
chr6	116338022	116409541	+	NM_027920	Marchf8	116338022
chr6	116338022	116409541	+	NM_001302385	Marchf8	116338022
chr6	116338022	116409541	+	NM_001302384	Marchf8	116338022
chr6	116410071	116461178	-	NM_009662	Alox5	116461178
chr6	116493611	116494540	+	NM_146912	Olfr211	116493611
chr6	116506516	116517965	+	NM_001011800	Olfr212	116506516
chr6	116540455	116541438	+	NM_001011801	Olfr213	116540455
chr6	116556427	116557389	+	NM_146759	Olfr214	116556427
chr6	116582012	116582944	-	NM_146446	Olfr215	116582944
chr6	116624016	116628999	-	NM_026057	Zfp422	116628999
chr6	116624016	116628928	-	NM_001302439	Zfp422	116628928
chr6	116624016	116628701	-	NM_001302440	Zfp422	116628701
chr6	116633008	116673836	-	NM_178045	Rassf4	116673836
chr6	116645978	116646047	-	NR_106010	Mir7043	116646047
chr6	116650684	116652847	+	NM_001166580	Depp1	116650684
chr6	116650684	116652847	+	NM_145980	Depp1	116650684
chr6	116692725	116716758	-	NM_178768	Tmem72	116716758
chr6	117168535	117175069	+	NM_021704	Cxcl12	117168535
chr6	117168535	117181368	+	NM_013655	Cxcl12	117168535
chr6	117168535	117181368	+	NM_001012477	Cxcl12	117168535
chr6	117495235	117500078	+	NR_152214	6820426E19Rik	117495235
chr6	117679207	117751769	-	NR_045731	1700030F04Rik	117751769
chr6	117841181	117845957	+	NM_177684	Zfp637	117841181
chr6	117841181	117845957	+	NM_001346649	Zfp637	117841181
chr6	117841181	117845957	+	NM_001346653	Zfp637	117841181
chr6	117841181	117845957	+	NM_001346651	Zfp637	117841181
chr6	117841181	117845957	+	NM_001346648	Zfp637	117841181
chr6	117841275	117845957	+	NM_001346652	Zfp637	117841275
chr6	117841275	117845957	+	NM_001346650	Zfp637	117841275
chr6	117841275	117845957	+	NM_001346647	Zfp637	117841275
chr6	117862024	117872766	+	NM_008616	Zfp239	117862024
chr6	117862024	117872766	+	NM_001360938	Zfp239	117862024
chr6	117862881	117872766	+	NM_001001792	Zfp239	117862881
chr6	117900340	117925622	+	NM_001166432	Hnrnpf	117900340
chr6	117906782	117925622	+	NM_001166430	Hnrnpf	117906782
chr6	117906782	117925622	+	NM_133834	Hnrnpf	117906782
chr6	117906782	117925622	+	NM_001166431	Hnrnpf	117906782
chr6	117907804	117925622	+	NM_001166428	Hnrnpf	117907804
chr6	117907804	117925622	+	NM_001166429	Hnrnpf	117907804
chr6	117917294	117925622	+	NM_001166427	Hnrnpf	117917294
chr6	117933559	117937335	-	NM_001173372	Fxyd4	117937335
chr6	117933559	117937335	-	NM_033648	Fxyd4	117937335
chr6	118011505	118091546	+	NM_001316749	Rasgef1a	118011505
chr6	118011505	118091546	+	NM_001362105	Rasgef1a	118011505
chr6	118011505	118091546	+	NM_001362104	Rasgef1a	118011505
chr6	118066385	118091546	+	NM_027526	Rasgef1a	118066385
chr6	118066385	118091546	+	NM_001362103	Rasgef1a	118066385
chr6	118085192	118085263	+	NR_106011	Mir7044	118085192
chr6	118107452	118139140	-	NM_030165	Csgalnact2	118139140
chr6	118107453	118138830	-	NM_001362149	Csgalnact2	118138830
chr6	118151748	118197744	-	NM_009050	Ret	118197744
chr6	118151748	118197744	-	NM_001080780	Ret	118197744
chr6	118246695	118248454	-	NR_040527	1700069P05Rik	118248454
chr6	118300167	118308719	-	NR_110507	Gm30498	118308719
chr6	118383381	118419417	-	NM_194339	Bms1	118419417
chr6	118427319	118455506	-	NM_028335	Zfp248	118455506
chr6	118427319	118455506	-	NM_001361901	Zfp248	118455506
chr6	118427319	118455506	-	NM_001361900	Zfp248	118455506
chr6	118427319	118455506	-	NM_001361899	Zfp248	118455506
chr6	118461950	118479273	-	NM_011763	Zfp9	118479273
chr6	118501300	118562271	-	NM_001081112	Ankrd26	118562271
chr6	118587240	119196409	-	NM_001255998	Cacna1c	119196409
chr6	118587240	119196409	-	NM_001255997	Cacna1c	119196409
chr6	118587240	119196409	-	NM_009781	Cacna1c	119196409
chr6	118587240	119108495	-	NM_001159533	Cacna1c	119108495
chr6	118587240	119108495	-	NM_001256000	Cacna1c	119108495
chr6	118587240	119108495	-	NM_001159535	Cacna1c	119108495
chr6	118587240	118757974	-	NM_001290335	Cacna1c	118757974
chr6	118587240	119108495	-	NM_001256001	Cacna1c	119108495
chr6	118587240	119108495	-	NM_001159534	Cacna1c	119108495
chr6	118587240	119196409	-	NM_001255999	Cacna1c	119196409
chr6	118587240	119108495	-	NM_001256002	Cacna1c	119108495
chr6	118880158	118885543	+	NR_046053	4931430N09Rik	118880158
chr6	119175253	119221614	+	NM_001033379	Dcp1b	119175253
chr6	119236524	119352407	+	NM_001347427	Cacna2d4	119236524
chr6	119236524	119352407	+	NM_001033382	Cacna2d4	119236524
chr6	119315133	119329204	-	NM_001172207	Lrtm2	119329204
chr6	119315133	119330766	-	NM_172492	Lrtm2	119330766
chr6	119330756	119352407	+	NM_001362214	Cacna2d4	119330756
chr6	119353150	119417528	-	NM_197985	Adipor2	119417528
chr6	119353150	119388734	-	NM_001355692	Adipor2	119388734
chr6	119432531	119467211	-	NM_001271758	Wnt5b	119467211
chr6	119432531	119544347	-	NM_009525	Wnt5b	119544347
chr6	119432531	119449386	-	NM_001271757	Wnt5b	119449386
chr6	119479668	119483886	+	NM_133940	Fbxl14	119479668
chr6	119570796	119848150	-	NR_104484	Erc1	119848150
chr6	119570796	119848150	-	NM_053204	Erc1	119848150
chr6	119570796	119848150	-	NR_155458	Erc1	119848150
chr6	119772707	119848150	-	NM_178085	Erc1	119848150
chr6	119848193	119849016	+	NR_030776	3110021A11Rik	119848193
chr6	119902698	119921308	+	NM_001166383	Rad52	119902698
chr6	119902698	119922823	+	NM_011236	Rad52	119902698
chr6	119902698	119922823	+	NM_001166382	Rad52	119902698
chr6	119902698	119922823	+	NM_001166381	Rad52	119902698
chr6	119902698	119922823	+	NR_149727	Rad52	119902698
chr6	119923969	120038655	-	NM_001185021	Wnk1	120038655
chr6	119923969	120038655	-	NM_198703	Wnk1	120038655
chr6	119923969	120038655	-	NM_001199083	Wnk1	120038655
chr6	119923969	120038655	-	NM_001185020	Wnk1	120038655
chr6	119923969	120038655	-	NM_001199084	Wnk1	120038655
chr6	120034228	120034311	-	NR_030487	Mir706	120034311
chr6	120093380	120200338	+	NM_016718	Ninj2	120093380
chr6	120193823	120200338	+	NM_001347432	Ninj2	120193823
chr6	120200753	120294897	-	NM_198884	B4galnt3	120294897
chr6	120324322	120357469	-	NM_026028	Ccdc77	120357469
chr6	120324322	120364369	-	NR_045558	Ccdc77	120364369
chr6	120364099	120444574	+	NM_145997	Kdm5a	120364099
chr6	120463197	120483727	+	NM_008359	Il17ra	120463197
chr6	120488939	120493946	-	NM_033567	Tmem121b	120493946
chr6	120509494	120531299	-	NM_144815	Hdhd5	120531299
chr6	120554796	120574204	+	NR_045733	1700072O05Rik	120554796
chr6	120666314	120771191	+	NM_001368706	Cecr2	120666314
chr6	120666314	120771191	+	NM_001128151	Cecr2	120666314
chr6	120773768	120793982	+	NM_001081048	Slc25a18	120773768
chr6	120795244	120822698	-	NM_007510	Atp6v1e1	120822698
chr6	120836230	120892842	+	NM_153516	Bcl2l13	120836230
chr6	120893119	120916824	-	NM_007544	Bid	120916824
chr6	120931546	121131022	-	NM_001270475	Mical3	121131022
chr6	120958844	120997498	+	NR_138099	Gm43915	120958844
chr6	121007223	121081627	-	NR_138097	Mical3	121081627
chr6	121007223	121081627	-	NM_153396	Mical3	121081627
chr6	121064464	121069954	+	NR_138098	Gm4651	121064464
chr6	121183667	121196192	+	NM_001304774	Pex26	121183667
chr6	121183667	121196192	+	NM_001304773	Pex26	121183667
chr6	121183667	121196192	+	NM_028730	Pex26	121183667
chr6	121183667	121198837	+	NR_130903	Pex26	121183667
chr6	121210734	121226098	+	NM_017379	Tuba8	121210734
chr6	121245906	121270917	+	NM_011909	Usp18	121245906
chr6	121300288	121337721	+	NM_144512	Slc6a13	121300288
chr6	121343076	121365773	+	NM_001347433	Slc6a12	121343076
chr6	121346697	121365773	+	NM_133661	Slc6a12	121346697
chr6	121372928	121473678	-	NM_001289685	Iqsec3	121473678
chr6	121372928	121473678	-	NM_001033354	Iqsec3	121473678
chr6	121372928	121473678	-	NR_110358	Iqsec3	121473678
chr6	121636173	121679238	+	NM_175628	A2m	121636173
chr6	121838541	121889057	+	NM_008645	Mug1	121838541
chr6	122006798	122085967	+	NM_008646	Mug2	122006798
chr6	122136628	122150958	+	NR_003624	Gm10319	122136628
chr6	122176053	122248566	+	NR_027619	Mug-ps1	122176053
chr6	122270597	122282833	-	NM_016970	Klrg1	122282833
chr6	122294191	122296008	+	NR_163697	Gm6637	122294191
chr6	122308720	122317680	+	NM_010749	M6pr	122308720
chr6	122317731	122339657	-	NM_007905	Phc1	122339657
chr6	122317731	122339657	-	NR_073364	Phc1	122339657
chr6	122317731	122340227	-	NM_001271579	Phc1	122340227
chr6	122317731	122339657	-	NM_001355215	Phc1	122339657
chr6	122317731	122339657	-	NM_001042623	Phc1	122339657
chr6	122391379	122392687	+	NR_152109	1700063H04Rik	122391379
chr6	122453609	122486305	-	NM_027664	Rimklb	122486305
chr6	122513584	122529287	+	NM_001347434	Mfap5	122513584
